Geneid	A8_sensitive_sorted.bam	A9_sensitive_sorted.bam	A10_sensitive_sorted.bam	A11_sensitive_sorted.bam	A12_resistant_sorted.bam	A13_resistant_sorted.bam	A14_resistant_sorted.bam	A15_resistant_sorted.bam
transcript:EMLSAT00000003791	15	9	18	30	8	20	14	31
transcript:EMLSAT00000003792	18762	12318	19855	9591	29969	12869	11239	15067
transcript:EMLSAT00000003794	1092	1309	834	730	868	912	733	780
transcript:EMLSAT00000003795	6562	6126	7383	5602	7904	10471	5618	7339
transcript:EMLSAT00000003786	0	0	0	0	0	0	0	0
transcript:EMLSAT00000003787	3	0	0	0	0	0	0	0
transcript:EMLSAT00000003788	0	2	0	0	2	8	8	0
transcript:EMLSAT00000003789	168	90	331	267	228	211	280	223
transcript:EMLSAT00000003801	1391	1303	1594	1478	1592	1857	1351	1608
transcript:EMLSAT00000003802	2052	1879	1696	1727	1625	2129	1791	1908
transcript:EMLSAT00000003803	739	680	709	543	826	669	696	736
transcript:EMLSAT00000003804	1810	1924	1812	1923	1623	1987	1531	1681
transcript:EMLSAT00000003825	1444	1242	1333	930	1237	1182	845	1121
transcript:EMLSAT00000003805	211	150	268	258	222	301	242	323
transcript:EMLSAT00000003806	1623	1533	1794	1667	1980	1886	1526	1353
transcript:EMLSAT00000003807	407	182	775	657	846	791	601	682
transcript:EMLSAT00000003808	55	20	130	110	164	145	148	198
transcript:EMLSAT00000003809	4430	3992	3738	3103	3816	3327	2841	2922
transcript:EMLSAT00000003810	1815	2019	1801	1733	1755	1511	1498	1415
transcript:EMLSAT00000003811	1856	1665	2239	2722	2196	2282	1878	2786
transcript:EMLSAT00000003812	2161	1965	1621	1511	1643	1660	1285	1509
transcript:EMLSAT00000003813	264	188	396	453	387	418	457	422
transcript:EMLSAT00000003814	10	0	0	12	2	4	4	0
transcript:EMLSAT00000003815	13	1	0	29	9	6	10	6
transcript:EMLSAT00000003816	538	520	847	985	539	780	1160	788
transcript:EMLSAT00000003817	58188	61429	42502	39357	49213	49063	39148	46121
transcript:EMLSAT00000003818	6958	6330	6188	5394	5897	5143	4520	5166
transcript:EMLSAT00000003819	1066	1418	991	803	896	900	678	883
transcript:EMLSAT00000003820	960	855	1031	894	1007	977	778	836
transcript:EMLSAT00000003821	694	305	1069	1036	944	933	802	917
transcript:EMLSAT00000003822	2482	2252	2887	3437	2062	2352	2572	2169
transcript:EMLSAT00000003823	8	4	10	28	11	8	4	6
transcript:EMLSAT00000003824	132	80	244	161	238	289	185	247
transcript:ENSRNA022738387-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000003798	1156	941	1784	2567	1330	2279	2171	2086
transcript:EMLSAT00000003796	7012	6169	7512	6991	7590	7481	6482	7266
transcript:EMLSAT00000003797	3451	3251	2827	2942	2012	2902	2435	1975
transcript:EMLSAT00000003800	2080	1575	2126	2263	2062	1797	1637	1906
transcript:EMLSAT00000003799	9708	12753	13249	18454	17420	14908	15499	16360
transcript:EMLSAT00000003831	74	28	57	36	100	96	53	78
transcript:EMLSAT00000003830	1	2	0	6	6	4	12	10
transcript:EMLSAT00000003832	2	3	0	0	0	1	3	2
transcript:EMLSAT00000003833	3173	2276	4033	2767	4575	4199	2556	4686
transcript:EMLSAT00000003834	12	12	16	8	10	9	6	14
transcript:EMLSAT00000003835	10	30	19	8	38	16	16	9
transcript:EMLSAT00000003826	96	44	147	145	115	165	189	160
transcript:EMLSAT00000003827	658	23	319	509	140	221	128	187
transcript:EMLSAT00000003829	54	47	91	94	71	102	78	71
transcript:EMLSAT00000003828	0	0	0	0	0	0	0	0
transcript:EMLSAT00000003850	1655	1397	1329	1304	1549	1341	1145	1175
transcript:EMLSAT00000003840	997	947	1032	778	1049	847	630	568
transcript:EMLSAT00000003841	267	114	349	325	468	425	363	288
transcript:EMLSAT00000003842	26	18	9	48	26	18	52	28
transcript:EMLSAT00000003843	1496	1318	1212	1808	1093	2788	1933	2136
transcript:EMLSAT00000003844	1297	805	1956	1973	1973	1834	1693	1803
transcript:EMLSAT00000003845	2448	2036	2398	2378	2433	2396	1920	1829
transcript:EMLSAT00000003846	1943	1803	1819	1411	2330	1358	1249	1488
transcript:EMLSAT00000003847	343	318	299	315	368	299	258	346
transcript:EMLSAT00000003848	3457	3569	3193	3761	2796	3252	2909	3059
transcript:EMLSAT00000003849	60	33	48	96	66	35	33	34
transcript:EMLSAT00000003836	530	459	439	404	384	396	404	283
transcript:EMLSAT00000003837	6454	6030	6843	5114	4970	4797	4966	5700
transcript:EMLSAT00000003838	7371	5559	9691	8123	10022	8597	7309	8670
transcript:EMLSAT00000003839	505	488	179	388	186	107	164	378
transcript:EMLSAT00000003861	243	321	239	258	89	218	210	137
transcript:EMLSAT00000003859	8635	6915	7734	8308	9238	8231	7042	6646
transcript:EMLSAT00000003860	605	488	850	837	870	915	703	611
transcript:EMLSAT00000003862	930	705	955	866	875	847	766	681
transcript:EMLSAT00000003863	1024	1037	970	824	818	772	890	871
transcript:EMLSAT00000003864	120	49	169	138	148	167	143	136
transcript:ENSRNA022721208-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000003851	2483	2100	3982	3512	3666	3841	3343	3468
transcript:EMLSAT00000003853	10225	18255	20721	32901	27108	26731	29673	23696
transcript:EMLSAT00000003852	12	1	1	8	2	0	6	6
transcript:EMLSAT00000003854	133	18	217	294	239	229	221	197
transcript:EMLSAT00000003857	1576	1091	1448	1287	1172	1191	1016	1123
transcript:EMLSAT00000003855	973	759	1099	891	1220	962	890	993
transcript:EMLSAT00000003856	4277	4080	4241	3875	5498	4637	4024	4029
transcript:EMLSAT00000003858	335	1235	378	411	207	178	577	461
transcript:EMLSAT00000004162	116	83	175	220	142	129	116	142
transcript:EMLSAT00000004159	2991	2426	2215	1245	3661	3619	3509	2679
transcript:ENSRNA022720091-T1	0	7	8	0	1	2	2	0
transcript:ENSRNA022738394-T1	0	0	0	0	0	0	0	0
transcript:ENSRNA022738407-T1	0	0	0	0	0	0	0	0
transcript:ENSRNA022738425-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000004160	186	171	262	230	257	272	292	305
transcript:EMLSAT00000004161	0	0	0	0	0	0	0	0
transcript:EMLSAT00000003903	117	132	152	130	220	158	135	166
transcript:EMLSAT00000003879	133	74	89	99	67	104	108	79
transcript:EMLSAT00000003880	33	27	13	33	59	24	27	34
transcript:EMLSAT00000003881	0	2	8	4	8	4	8	6
transcript:EMLSAT00000003882	334	330	235	195	225	275	210	191
transcript:EMLSAT00000003883	1734	1049	2262	1929	2182	1873	1922	1992
transcript:EMLSAT00000003884	685	220	1033	997	1189	913	875	884
transcript:EMLSAT00000003885	4348	3228	4652	3985	5535	4448	4163	4560
transcript:EMLSAT00000003886	432	511	361	596	456	547	565	510
transcript:EMLSAT00000003887	14	46	19	8	274	167	32	99
transcript:EMLSAT00000003888	29	4	26	16	31	53	51	32
transcript:EMLSAT00000003889	1917	1916	2185	2088	2444	2854	2484	2425
transcript:EMLSAT00000003890	0	0	0	0	0	0	0	0
transcript:EMLSAT00000003891	367	268	209	273	394	470	439	263
transcript:EMLSAT00000003892	7607	6150	8138	7988	8098	7995	6862	7290
transcript:EMLSAT00000003893	894	510	1022	963	1120	987	921	1009
transcript:EMLSAT00000003894	4510	3427	4906	4723	5443	4613	4338	4729
transcript:EMLSAT00000003895	114	75	68	153	151	178	105	158
transcript:EMLSAT00000003896	1976	1831	2208	2150	2003	2098	2376	1976
transcript:EMLSAT00000003897	954	1855	1145	696	915	1362	838	701
transcript:EMLSAT00000003898	4	4	0	0	0	0	0	0
transcript:EMLSAT00000003899	50	72	129	58	62	58	33	101
transcript:EMLSAT00000003900	293	230	318	316	253	251	316	233
transcript:EMLSAT00000003902	280	157	283	302	155	139	127	196
transcript:EMLSAT00000003901	184	105	215	260	202	233	200	198
transcript:EMLSAT00000003873	55	48	38	32	34	38	51	48
transcript:EMLSAT00000003872	0	0	58	1	6	0	4	14
transcript:EMLSAT00000003874	450	500	414	2328	529	1319	453	760
transcript:EMLSAT00000003875	189	110	141	88	179	244	161	185
transcript:EMLSAT00000003876	2	0	3	2	0	2	0	1
transcript:EMLSAT00000003878	769	875	1002	1137	1078	1517	1216	1290
transcript:EMLSAT00000003877	234	259	160	143	164	122	110	125
transcript:EMLSAT00000003936	1180	1001	1101	1191	931	1292	1112	1244
transcript:EMLSAT00000003940	4456	3012	4057	3771	4279	3489	3322	3460
transcript:EMLSAT00000003927	2160	1673	1853	2140	2031	2118	1782	1744
transcript:EMLSAT00000003931	4465	2611	6854	5835	7615	7340	5691	6191
transcript:EMLSAT00000003932	524	560	659	919	923	710	792	661
transcript:EMLSAT00000003933	2	4	0	0	1	2	2	0
transcript:EMLSAT00000003934	0	0	0	0	0	0	0	0
transcript:EMLSAT00000003935	0	4	8	1	0	0	11	0
transcript:EMLSAT00000003937	0	3	0	0	0	2	6	0
transcript:EMLSAT00000003938	0	0	0	0	0	0	0	0
transcript:EMLSAT00000003939	25	41	23	39	31	33	49	49
transcript:EMLSAT00000003956	20	7	15	8	28	14	9	6
transcript:EMLSAT00000003941	0	4	15	4	2	14	0	0
transcript:ENSRNA022720084-T1	84	50	85	115	89	98	111	59
transcript:EMLSAT00000003942	925	805	773	562	863	793	661	738
transcript:EMLSAT00000003943	3014	2155	2412	3040	3503	2247	2425	2914
transcript:EMLSAT00000003957	41	39	22	41	25	44	16	34
transcript:EMLSAT00000003958	29	10	22	20	70	51	20	47
transcript:EMLSAT00000003944	2402	2104	2953	3045	2962	3242	2758	2862
transcript:EMLSAT00000003945	2299	1901	2881	3075	2723	2619	2146	2332
transcript:EMLSAT00000003946	689	385	900	896	1028	983	746	805
transcript:EMLSAT00000003947	1207	1063	1290	1022	1275	882	1037	1009
transcript:EMLSAT00000003948	10921	13143	15985	10411	14512	14425	13237	12017
transcript:EMLSAT00000003949	214	176	137	190	247	156	136	136
transcript:EMLSAT00000003959	137	182	180	118	144	73	91	94
transcript:EMLSAT00000003950	3928	3377	3484	3024	4919	5918	3367	3946
transcript:EMLSAT00000003951	2618	2373	3069	2831	3032	3287	2719	3090
transcript:EMLSAT00000003952	7988	7185	6443	5126	7574	5739	4556	5306
transcript:EMLSAT00000003953	1484	602	2977	1999	3521	2610	2316	2688
transcript:EMLSAT00000003954	2326	3060	2044	1789	1997	1938	1684	1935
transcript:EMLSAT00000003955	1185	1161	969	819	784	1064	677	838
transcript:EMLSAT00000003906	3017	3833	3409	4651	2581	3662	4470	4110
transcript:EMLSAT00000003907	19814	18828	18788	18032	17500	18718	14980	16373
transcript:EMLSAT00000003908	806	827	603	507	548	654	415	543
transcript:EMLSAT00000003909	0	2	2	2	2	10	0	10
transcript:EMLSAT00000003910	1552	1148	2093	1965	2117	2012	1962	1680
transcript:EMLSAT00000003911	402	254	426	264	385	432	216	337
transcript:EMLSAT00000003912	255	171	121	128	122	138	91	105
transcript:EMLSAT00000003913	1193	719	1206	1067	1280	1167	1223	1132
transcript:EMLSAT00000003914	101	29	149	132	179	130	134	144
transcript:EMLSAT00000003915	73	13	131	102	124	102	87	110
transcript:EMLSAT00000003916	101	58	115	145	138	109	83	65
transcript:EMLSAT00000003917	37	32	42	50	40	54	7	53
transcript:EMLSAT00000003918	352	275	448	514	510	428	360	459
transcript:EMLSAT00000003919	138	102	166	138	226	169	167	169
transcript:EMLSAT00000003920	1973	1771	2594	2375	2392	2433	2071	2514
transcript:EMLSAT00000003921	10478	9855	11614	11926	11357	12049	10319	10085
transcript:EMLSAT00000003922	5501	4766	6589	6940	6268	6947	5996	5524
transcript:EMLSAT00000003923	407	221	638	712	614	538	553	436
transcript:EMLSAT00000003924	5899	4658	8751	10287	8005	7713	7786	6487
transcript:EMLSAT00000003925	2209	1795	2819	1572	3377	2381	1958	3215
transcript:EMLSAT00000003926	3713	2875	4468	3993	4889	4144	3724	4081
transcript:EMLSAT00000003928	1560	1238	1680	762	1570	1393	869	1004
transcript:EMLSAT00000003929	533	467	638	596	610	317	469	593
transcript:EMLSAT00000003930	834	648	937	809	687	815	529	619
transcript:EMLSAT00000003904	2	4	8	1	24	5	24	12
transcript:EMLSAT00000003905	659	1112	2389	1048	120	894	195	238
transcript:EMLSAT00000003962	614	778	497	454	520	567	688	622
transcript:EMLSAT00000003963	28	39	27	42	33	72	49	22
transcript:EMLSAT00000003964	325	265	328	301	385	292	262	389
transcript:EMLSAT00000003965	1539	1270	1430	1241	1432	1079	1056	1216
transcript:EMLSAT00000003966	11252	7969	13215	11906	14809	13563	12649	12614
transcript:EMLSAT00000003967	713	648	750	554	728	540	672	609
transcript:EMLSAT00000003968	1015	895	1162	1031	1148	1043	1051	1022
transcript:EMLSAT00000003960	167	140	176	146	219	209	107	206
transcript:EMLSAT00000003961	0	0	0	0	0	0	1	0
transcript:EMLSAT00000003974	7391	8936	7794	8461	6516	6561	8513	7072
transcript:EMLSAT00000003976	2425	1481	2941	2518	3075	2285	2287	2093
transcript:EMLSAT00000003981	3418	2948	2790	2438	3069	2219	2220	2057
transcript:EMLSAT00000003983	775	651	967	718	785	1051	735	895
transcript:EMLSAT00000003984	203	159	269	217	247	296	216	248
transcript:EMLSAT00000003996	2826	2204	3226	2508	3039	2434	2397	2682
transcript:EMLSAT00000003973	12882	11478	20886	14350	22244	21763	15697	18398
transcript:EMLSAT00000003975	9166	9382	8138	6595	8113	8295	6669	7835
transcript:EMLSAT00000003977	20	22	26	5	28	8	14	30
transcript:EMLSAT00000003978	1877	1596	1956	1601	1808	1584	1298	1321
transcript:EMLSAT00000003979	1695	1088	2148	1503	3223	1770	1612	1855
transcript:EMLSAT00000003980	1131	1040	1206	947	1435	970	914	846
transcript:EMLSAT00000003982	160	180	114	77	158	96	77	112
transcript:EMLSAT00000003985	14	6	6	4	8	10	0	9
transcript:EMLSAT00000003986	1875	2025	2020	2306	2214	1975	2023	2074
transcript:EMLSAT00000003987	1223	994	1060	821	1115	891	814	1054
transcript:EMLSAT00000003988	780	765	817	756	882	706	646	683
transcript:EMLSAT00000003989	754	577	976	717	1081	837	816	790
transcript:EMLSAT00000003990	295	341	311	197	363	275	219	305
transcript:EMLSAT00000003991	197	198	264	372	238	306	329	230
transcript:EMLSAT00000003992	43	33	33	23	43	54	33	20
transcript:EMLSAT00000003993	21	31	19	23	39	42	23	12
transcript:EMLSAT00000003997	1	0	0	0	0	4	0	8
transcript:EMLSAT00000003994	1	0	2	0	0	0	0	0
transcript:EMLSAT00000003995	544	829	831	650	1282	823	751	665
transcript:EMLSAT00000003971	2	0	0	8	2	2	0	2
transcript:EMLSAT00000003969	7	6	16	8	7	7	6	6
transcript:EMLSAT00000003970	410	319	632	808	682	773	737	820
transcript:ENSRNA022721241-T1	20	17	17	29	1	3	0	5
transcript:EMLSAT00000003972	5	0	8	3	8	3	4	0
transcript:EMLSAT00000004010	393	327	290	264	356	312	269	350
transcript:EMLSAT00000004011	93	114	97	65	153	62	85	120
transcript:EMLSAT00000004013	36	39	34	62	68	50	40	61
transcript:EMLSAT00000004004	655	716	836	722	848	796	729	848
transcript:EMLSAT00000004005	1882	1572	1833	1779	1993	3030	1717	2468
transcript:EMLSAT00000004006	56800	54606	36586	31914	34841	35418	30986	34063
transcript:EMLSAT00000004007	13988	14914	11500	6844	12160	11799	8483	10416
transcript:EMLSAT00000004008	374	306	461	397	444	414	368	344
transcript:EMLSAT00000004012	251	195	187	206	236	241	187	204
transcript:EMLSAT00000004009	269	229	394	338	434	383	341	402
transcript:EMLSAT00000003998	4	2	4	1	1	0	0	12
transcript:EMLSAT00000003999	98	19	234	253	240	164	215	266
transcript:EMLSAT00000004003	262	181	330	336	425	331	332	344
transcript:EMLSAT00000004000	1619	1249	2123	1536	2228	1814	1604	1819
transcript:EMLSAT00000004001	1906	1646	2319	2027	2588	2501	1894	2114
transcript:EMLSAT00000004002	402	191	667	647	781	525	463	483
transcript:EMLSAT00000004021	0	0	10	1	1	0	2	4
transcript:EMLSAT00000004024	132	132	96	165	136	179	146	130
transcript:EMLSAT00000004025	310	222	415	421	454	578	419	401
transcript:EMLSAT00000004028	200	162	152	168	100	112	98	115
transcript:EMLSAT00000004033	5	0	2	12	0	0	0	0
transcript:EMLSAT00000004041	1437	1066	1350	1405	1487	1190	1288	1094
transcript:EMLSAT00000004020	485	271	536	394	528	405	413	393
transcript:EMLSAT00000004049	283	112	375	318	500	387	299	496
transcript:EMLSAT00000004022	350	87	561	493	645	594	444	528
transcript:EMLSAT00000004023	700	404	1058	950	1193	1231	964	1056
transcript:EMLSAT00000004026	479	442	624	577	570	665	504	623
transcript:EMLSAT00000004027	2859	2812	3212	3011	3005	3313	3679	2754
transcript:EMLSAT00000004029	1624	1339	1896	1611	1748	1636	1518	1552
transcript:EMLSAT00000004030	5437	4420	5208	5253	5833	5545	4842	5194
transcript:EMLSAT00000004031	3257	3242	3986	3934	3803	3999	3765	3581
transcript:EMLSAT00000004032	1384	894	2614	2099	2284	2987	1744	1388
transcript:EMLSAT00000004034	604	666	653	634	604	585	595	503
transcript:EMLSAT00000004035	17594	11737	27210	19848	28671	30808	21686	21431
transcript:EMLSAT00000004036	371	410	225	156	222	244	185	165
transcript:EMLSAT00000004037	467	622	403	432	354	346	388	381
transcript:EMLSAT00000004038	892	923	1037	1115	843	643	818	784
transcript:EMLSAT00000004039	478	294	481	421	544	346	343	436
transcript:ENSRNA022738311-T1	0	2	0	0	0	0	0	0
transcript:ENSRNA022738322-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000004040	0	1	2	4	0	0	6	3
transcript:EMLSAT00000004042	4356	5519	5305	4134	5055	6865	5404	6095
transcript:EMLSAT00000004043	4222	2792	4693	5021	4391	3987	4311	4303
transcript:EMLSAT00000004044	247	262	193	347	159	349	328	164
transcript:EMLSAT00000004045	42	21	64	49	33	29	42	45
transcript:EMLSAT00000004046	3743	2942	3800	3453	2405	3713	4068	3871
transcript:EMLSAT00000004047	613	515	547	451	473	361	379	472
transcript:EMLSAT00000004050	33	20	80	23	63	36	38	37
transcript:EMLSAT00000004048	18	4	11	7	16	24	16	14
transcript:EMLSAT00000004017	93	51	63	85	67	86	50	49
transcript:EMLSAT00000004018	1341	712	1897	1756	1930	1729	1486	1617
transcript:EMLSAT00000004019	30760	29670	17913	14390	15438	14495	12165	12241
transcript:EMLSAT00000004014	0	0	0	0	0	6	0	0
transcript:EMLSAT00000004015	142	78	275	194	280	279	268	258
transcript:ENSRNA022721228-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000004016	3	6	0	10	26	3	9	11
transcript:EMLSAT00000004057	34	10	117	129	75	125	14	60
transcript:EMLSAT00000004058	486	118	296	119	0	167	2	0
transcript:EMLSAT00000004080	542	669	532	487	548	488	465	578
transcript:EMLSAT00000004059	297	387	396	403	232	183	337	240
transcript:EMLSAT00000004060	795	669	1461	1357	993	1019	1165	801
transcript:EMLSAT00000004061	346	153	324	291	608	555	306	488
transcript:EMLSAT00000004062	895	661	908	599	1156	611	566	633
transcript:EMLSAT00000004063	1082	650	1302	707	1433	849	694	751
transcript:EMLSAT00000004064	862	651	905	948	765	930	767	735
transcript:EMLSAT00000004065	124	168	78	146	91	114	139	54
transcript:EMLSAT00000004066	2510	1710	3376	3126	3325	2801	2702	2682
transcript:EMLSAT00000004081	42	6	99	70	101	85	69	79
transcript:EMLSAT00000004067	983	897	843	747	844	701	756	749
transcript:EMLSAT00000004068	55	42	72	84	57	62	82	51
transcript:EMLSAT00000004069	1692	1481	2593	2340	2478	1950	2226	2036
transcript:EMLSAT00000004070	107	89	150	103	83	154	103	163
transcript:EMLSAT00000004071	1340	1235	1153	1033	929	1017	981	1070
transcript:EMLSAT00000004072	14663	13367	14361	12215	13245	13516	11212	12129
transcript:EMLSAT00000004082	143	216	88	41	132	130	210	134
transcript:EMLSAT00000004073	617	577	664	562	734	646	639	515
transcript:EMLSAT00000004074	1639	1322	1842	1880	1831	1549	1609	1700
transcript:EMLSAT00000004075	1476	909	2287	1933	2923	2378	2144	1961
transcript:EMLSAT00000004076	5001	4947	5364	4757	6271	5436	4453	5059
transcript:EMLSAT00000004077	1090	892	879	867	1008	832	754	925
transcript:EMLSAT00000004078	80	33	92	111	72	106	158	117
transcript:EMLSAT00000004079	1362	691	2096	1851	2095	2304	1867	2100
transcript:EMLSAT00000004053	6	37	2	0	26	6	4	21
transcript:EMLSAT00000004054	1731	1346	2070	1914	2046	1673	1670	1547
transcript:EMLSAT00000004055	11423	10890	10413	10034	9586	11258	9604	9634
transcript:EMLSAT00000004056	3128	3049	2755	2708	2738	2823	2382	2766
transcript:EMLSAT00000004051	60	43	67	255	165	119	147	87
transcript:EMLSAT00000004052	2	5	0	4	0	4	1	4
transcript:EMLSAT00000004127	30	22	16	25	22	43	13	34
transcript:EMLSAT00000004085	5512	4254	5129	6004	8362	5742	5240	6283
transcript:EMLSAT00000004086	108	47	48	37	61	68	50	51
transcript:EMLSAT00000004087	2673	2392	3282	2765	2986	2561	2355	2263
transcript:EMLSAT00000004088	1091	995	954	686	1226	918	735	842
transcript:EMLSAT00000004089	6193	5546	5713	4273	7761	5858	4324	5615
transcript:EMLSAT00000004090	244	103	143	434	91	128	106	136
transcript:EMLSAT00000004091	669	488	567	416	525	630	563	450
transcript:EMLSAT00000004092	178	121	121	199	107	80	100	86
transcript:EMLSAT00000004093	2006	2070	2296	2099	2374	2240	2011	1957
transcript:EMLSAT00000004094	2764	3033	2409	2118	2217	1853	1789	1934
transcript:EMLSAT00000004095	1537	968	1618	1873	1624	1988	1804	1681
transcript:EMLSAT00000004096	2843	2509	2417	1789	2865	1866	1715	1632
transcript:EMLSAT00000004097	245	229	208	161	171	153	152	166
transcript:EMLSAT00000004098	209	219	193	148	159	139	135	150
transcript:EMLSAT00000004099	186	156	206	314	184	228	187	256
transcript:EMLSAT00000004100	937	734	1376	1000	1248	1631	1114	1058
transcript:EMLSAT00000004101	606	393	434	220	486	208	596	609
transcript:EMLSAT00000004102	3954	5660	3351	3272	3518	5027	4098	4203
transcript:EMLSAT00000004103	5507	4754	6211	7313	6086	6257	5740	5500
transcript:EMLSAT00000004104	213	213	295	278	338	249	232	183
transcript:EMLSAT00000004105	6835	6706	4219	3742	4824	4398	5341	6201
transcript:EMLSAT00000004106	277373	225212	257033	234510	269019	240167	212412	245241
transcript:EMLSAT00000004107	103	52	249	152	259	206	212	171
transcript:EMLSAT00000004108	15	14	63	30	55	38	54	40
transcript:EMLSAT00000004109	496	262	499	515	581	508	469	373
transcript:EMLSAT00000004110	2417	2171	2952	2573	3200	2968	2774	3028
transcript:EMLSAT00000004111	17985	13510	19130	17490	23736	17607	14146	20038
transcript:EMLSAT00000004112	1410	1335	1119	919	1255	1021	781	914
transcript:EMLSAT00000004113	2809	2470	3641	2619	3747	3231	2668	2853
transcript:EMLSAT00000004114	26	28	28	40	32	67	56	66
transcript:EMLSAT00000004115	2061	1934	2322	2246	2208	2086	1946	1981
transcript:EMLSAT00000004116	2593	1834	2069	1640	2939	1725	1576	1835
transcript:EMLSAT00000004117	2473	1760	2006	1557	2878	1664	1498	1765
transcript:EMLSAT00000004118	1515	1332	1637	1611	1737	1411	1382	1380
transcript:EMLSAT00000004119	4	10	12	2	5	14	10	22
transcript:EMLSAT00000004120	15953	10812	16944	15637	16345	14607	14265	13756
transcript:EMLSAT00000004121	4919	4169	5257	5245	4577	5513	4413	4327
transcript:EMLSAT00000004122	2309	2344	2104	1990	1511	1610	1253	1294
transcript:EMLSAT00000004123	1501	1078	4705	2842	2243	3108	2175	3252
